id	name
25049	Stanley Escane
20079	Julian Wadham
8090	Matthew Sweet
44497	Mickey Deems
31449	William de Coverly
17976	Raphael Bennett
14637	Giulia Boschi
42847	Charles E. Evans
24670	Dean Collins
41648	A. Russell Andrews
41295	Joe Greb
1206	John Ericson
46974	Alex Jones
42824	Joseph Perrino
24864	Dennis Fimple
15589	Macon McCalman
46105	John Bergantine
26534	Robert Conrad
28303	Nicole Croisille
10390	Wilson Wood
4150	Anthony Fridjohn
32589	Gus Van
27294	Tony Paul
22111	Christoph Bantzer
35788	Katrina Bowden
28249	JirÃ­ Steimar
33744	Antoinette Bower
30774	Rodrigo GarcÃ­a
16058	Lester Speight
37449	Stacy Christensen
37659	RenÃ©e BjÃ¶rling
13070	Bernard Rose
13315	Jorge Porcel
12769	Ruby Dandridge
12694	Izabela Laskowska
8863	Andrew V. McLaglen
23844	Dee Lampton
9092	Cristian de la Fuente
1586	June Lockhart
35842	Geoffrey Kendal
32105	Dolores Moran
25137	Virginia Gregg
45234	Dan Finnerty
3999	Greg Sestero
1159	Robert Mitchum
35257	Keiko Kondo
23829	Alex Lowe
36903	Zack Shada
36510	Michael A. Simpson
12944	Jack McDonald
19486	Daniel Tay
1231	Betty Field
41971	Yuri Medvedev
17648	Gladys Henson
8362	Kristina & Michelle Kennedy
27193	Christian and Joseph Cousins
25440	Tadanobu Asano
46431	Lamberto Picasso
34222	Deborah Foreman
2013	Pepe Serna
9884	Hark Bohm
36400	Stacy King
35797	Lee Si-yeon
18239	Iwan Shwedoff
39401	Mark Prudkin
25596	Robert Naylor
14211	Hugh Hudson
34038	Jeanne Chinn
14923	MC Lyte
27156	John Allen Nelson
25083	Layne Coleman
12109	Jason London
33561	Simon Woods
14780	Pamela Stonebrook
26706	Agnes Esterhazy
38974	Tony Galento
37095	John Ganun
9195	Jim Dever
5857	Tom Hulce
42498	Robert Scholz
9756	Hal Linden
747	Marsha Mason
16907	Dana Lee
6759	Heather Graham
7446	Malcolm St. Clair
31650	Marjorie White
30472	Jeremy Brett
45141	Hosea Steelman
29347	Richard Compton
40686	Shantel VanSanten
294	Brian J. White
7745	Max Miller
44453	Monica Callan
41814	William Spaulding
40384	Belle Chrystall
15035	Joseph D. Reitman
4456	Yevgeny Leonov
530	Don Fleming
45814	Chipper Lowell
37583	Bruno Mattei
35001	Alex To
16022	Norma Aleandro
39782	Mario Cotone
25780	Adrian Dunbar
37392	Gunnel BrostrÃ¶m
6268	Nehemiah Persoff
19527	James Signorelli
1086	Doug McClure
37909	Robert Baer
24427	John Greene
24935	Ian Iqbal Rashid
6493	Arnold Diamond
5345	Sam Troughton
20006	Jeff DeRocker
17098	David Markham
2646	JosÃ© Ferrer
24377	Gaston MÃ©liÃ¨s
11367	Robert Downey Sr.
7862	Hal Walker
26548	William Elmer
21855	Lauren-Marie Taylor
47619	Alun Jones
41480	Elisabeth Neumann-Viertel
40313	Michael Brandt
6516	Judd Apatow
18488	Paris Barclay
1664	Mark Rosman
41585	SneÅ¾ana MarkoviÄ‡
11333	Evans Evans
11273	Wiktor Grodecki
30573	Parvin Dabas
5173	Bernadette Peters
4765	David Landau
21998	MÃ­la Svoboda
12165	[[Aleksei Balabanov]]
20956	Zachery Ty Bryan
36635	Anne Suzuki
43454	Georg Friedrich
29845	Pierre Lefevre
13799	Alexander Conti
2703	Doris Roberts
35270	Tatsuyoshi Ehara
39917	Norman Howell
35630	HÃ¥kan Westergren
11117	Paul Winfield
17041	Lei Guowei
6140	Loren Lester
40855	Kate Nauta
32571	Fatih Al
24156	Louis
19600	Josie Lawrence
41010	Erika Nordin
26655	Nick Jonas
21879	Susan Blu
10801	Joey Slotnick
36472	Joe Nolan
11902	James Shigeta
41279	George Maharis
23392	Elisabeth Christensen
44389	Basil Wright
15916	Virginia Fox
7857	William Moore
14378	Alyson Stoner
11474	Zachary Scott
10886	John G. Blystone
48057	Jean-FranÃ§ois Gobbi
40046	Trudy Marshall
27069	George Speed
27358	Cynthia Pepper
33797	Hayley Chase
9514	Anna Maxwell Martin
30950	Pippa Pearthree
30095	TamÃ¡s Fodor
23387	Gerda Madsen
20446	Shelby Grant
5927	Arthur Dewey
47715	Larry Semon<br>
23342	Harry Lewis
2982	Renato Menegotto
28896	Karin Dor
24145	Duke of Exeter
20950	Amerie Rogers
34615	John Mark Robinson
2571	Irving Pichel
38814	William Berke
12133	Hugh Ross
11603	Janet Beecher
42205	B.J. Thompson
37966	Liz Friedlander
23321	Hal K. Dawson
43862	Bernard-Pierre Donnadieu
46213	Fritz Kiersch
39917	Norman Howell
35630	HÃ¥kan Westergren
11117	Paul Winfield
17041	Lei Guowei
6140	Loren Lester
40855	Kate Nauta
32571	Fatih Al
24156	Louis
19600	Josie Lawrence
41010	Erika Nordin
26655	Nick Jonas
21879	Susan Blu
10801	Joey Slotnick
36472	Joe Nolan
11902	James Shigeta
41279	George Maharis
23392	Elisabeth Christensen
44389	Basil Wright
15916	Virginia Fox
7857	William Moore
14378	Alyson Stoner
11474	Zachary Scott
10886	John G. Blystone
48057	Jean-FranÃ§ois Gobbi
40046	Trudy Marshall
27069	George Speed
27358	Cynthia Pepper
33797	Hayley Chase
9514	Anna Maxwell Martin
30950	Pippa Pearthree
30095	TamÃ¡s Fodor
23387	Gerda Madsen
20446	Shelby Grant
5927	Arthur Dewey
47715	Larry Semon<br>
23342	Harry Lewis
2982	Renato Menegotto
28896	Karin Dor
24145	Duke of Exeter
20950	Amerie Rogers
34615	John Mark Robinson
2571	Irving Pichel
38814	William Berke
12133	Hugh Ross
11603	Janet Beecher
42205	B.J. Thompson
37966	Liz Friedlander
23321	Hal K. Dawson
43862	Bernard-Pierre Donnadieu
46213	Fritz Kiersch
41957	Jill Talley
36708	CiarÃ¡n Fitzgerald
33867	Alex Band
6264	Vincente Minnelli
30011	Trudie Styler
30307	Cheryl Ladd
106	Richard McGonagle
9033	Edmond BrÃ©on
21706	Elizabeth Green
19482	Peter Finch
12915	Bernard Nedell
4798	Lloyd Bridges
39320	Georg Marischka
3423	Miguel A. NÃºÃ±ez Jr.
34016	Joe Sagal
18673	Margery Wilson
821	Parveen Babi
38831	Ronnie Brody
37007	Ann Christy
14524	Chikako Hosokawa
15824	Jennifer Ehle
35177	Shraga Friedman
26392	Gotaro Tsunashima
29090	Marcela Mar
9355	Nigel Green
7827	Violet Neitz
41268	Paul Askonas
3347	Enzo Staiola
36147	Fred Slyter
18581	Lidiya Vertinskaya
16508	Snowball
32857	Amanda Lepore
10704	Joby Baker
5625	Sandy Faison
46633	Christine Osterlein
20166	Irvin Kershner
10498	Roy William Neill
34539	Jean Gaven
9843	Herb Vigran
24787	Karl Johnson
36897	YÃ»ko Sugihara
12295	Robert Anderson
4730	Air Buddy
43809	Kenneth Utt
27245	Oleg Dahl
46377	Hiroshi Tsuburaya
28043	Julio Medina
38781	Keisuke Kinoshita
11379	Eric K. George<br />Anthony "Treach" Criss<br />Ri
31098	Mini Anden
42711	Radislav LazareviÄ‡
6317	Francesco D'Adda
39496	Claudia Grey
24062	Sam Gifaldi
43527	Charlie Drake
17571	Bill Engvall
40858	Rita May
26832	John Elliott
41231	Katarina ÄŒas
35939	Franz Josef Gottlieb
1633	Victor Kendall
30242	Jack Goodman
25209	Diane Fleri
26373	Sophie Ward
31352	Jonathan Togo
20212	Lin McCarthy
11516	Dennis Berry
16898	David Sharpe
25723	Robert Eddison
35099	Dana Allan Young
26309	Jason "Wee-Man" AcuÃ±a
2029	[[Charles Sturridge]]
21996	Jan Richter
20725	Ione Skye
38006	Dolores Sutton
5495	JirÃ­ Tomek
2858	Elisabeth Fraser
40319	Anne-Louise Lambert
2408	Ellen Corby
39210	Fauzia Zareen
40390	Fujio Tsuneta
25317	Brendan Penny
26091	Leonard Kibrick
15720	Richard Huggett
22666	Atlanta Hawks
2647	Mary Steenburgen
30542	Pearl Christie
2762	Ronald Allen
36987	Nayo Wallace
46947	Libuse SafrÃ¡nkovÃ¡
5166	MacIntyre Dixon
743	Peter Horton
24293	Katherine Emery
22099	Kay Thompson
47710	Varvara Ryzhova
29770	Thomas Hedengran
8565	Philippe Lewinson
853	Marcus Sylvester
37332	Deirdre Lovejoy
46313	Louis Seeger Crume
31761	Kyra Schon
25068	Peggy Maley
37997	Damian Kulash
37029	Geraldine Smith
1791	George Stevens
24343	Mary Coughlan
15370	Boris Kievsky
45120	Linda McGovern
30866	Lili Gentle
4312	PÃ©ter Fried
15178	Earl "Chinna" Smith
44948	JosÃ© Torvay
14741	Leung Sun
32242	Cherie Chung
44698	Joe Fields
34908	Frank Grimes
30360	Anthone Kamerling
35758	Ric Young
22765	Shinji Morisue
36196	Lenny Imamura
5259	Lindsay Duncan
31277	Frank Grillo
5959	Lymari Nadal
19413	Lina Canalejas
37424	Arabella Holzbog
33727	David Raynr
43891	Yuri Gagarin
31740	Matthew Boulton
21286	Thelma Leeds
5999	Jerry Lee Lewis
14822	William Alland
44164	Sergio RenÃ¡n
6041	Marjoe Gortner
37107	Tina Arning
13631	Patrick Durkin
39136	Susan Sheridan
33754	Brock Simpson
27481	Jennifer Baxter
3204	Page Cavanaugh Trio
46951	JirÃ­ Kodet
43357	Senad BaÅ¡iÄ‡
5855	Ticky Holgado
5506	John Dankworth
33536	Lucille LeSueur
45029	Andreas Voutsinas
41948	Michel de RÃ©
7969	Dan White
43680	Evelyn Cotton
29720	CÃ©cile Aubry
23174	Jean
13834	Tobias Menzies
5803	Ken Russell
32314	Lisa Davis
14584	Keith Pyott
29888	Lau Kar-wing
36484	Marion Brash
542	Courtney Love
7475	Paul Leyssac
46562	Morgan Deare
23701	Anthony Wong Chau Sang
37602	Angelo Molino
18359	Samir RuzniÄ‡
28860	Jean Marlow
22526	Yolanda King
26248	Guy L'Ecuyer
40326	Jean-Pierre Leaud
19638	Sean McGowan
39212	Khayyam Sarhadi
5333	Leland Orser
2745	Lilli Carati
45918	YÅ« Aoi
42943	Al Shea
29839	Sean Durkin
19309	John Shearin
48117	Steffiana De La Cruz
30279	Amy Jo Johnson
21839	Bruce Mahler
41227	Michael Og Lane
9837	Allen Fiuzat
45673	Beatrice Lillie
34526	Ned Wever
35411	Courtney Peldon
33716	Walter Kingsford
30022	Robbie Gee
29457	Jaime Ray Newman
36220	Jill Larson
30347	Mona Lyden
11255	Larry Flash Jenkins
34366	Samuel T. Cohen
40353	Misty Upham
47030	Edward Kelsey
9376	Jazzy Jay
6172	James Olson
17581	Jeff York
3660	Georg Rydeberg
41693	Tracy-Ann Oberman
12970	Isabelle Adjani<br />
40002	Khyentse Norbu
29190	Irving Selbst
26890	Dwyane Wade
4930	Rob Reiner
3275	Donald MacBride
28218	Stefan Gryff
10902	Clifford Dempsey
4476	Peter Lyubeshkin
12922	Russell Hunter
2205	Michel Piccoli
45720	Sybille Binder
8613	Bruce Abbott
31503	Jagathy Sreekumar
3964	Mark Margolis
32983	Evan James
19700	Heinosuke Gosho
13966	Scott Bakula
3239	Barbra Streisand
3969	Jeong Na-yun
759	Thom Barry
9116	Jack Wild
8188	JosÃ© Mojica Marins<br>
28674	Madame De Bodamere
1779	D W Griffith
19881	Rex Holman
24624	Cindi Wood
23191	Joseph Hardy
28148	Joseph Salamatou
12895	Sollace Mitchell
29013	Ãgnes DÃ¡vid
6290	Anthony Waller
3721	Simi Garewal
18800	Lydia Bilbrook
4248	Max Mayer
39698	Eliot Mathews
31798	Laila Morse
21880	Kane Hodder
27154	Chantelle Jenkins
3376	H. B. Warner
31994	Jack McElhone
41330	GrÃ©goire Le Du
19320	Zvonimir Rogoz
21995	Mimi ErbenovÃ¡
10750	Percy Parsons
36803	Mike Beaver
9406	G. P. Huntley
36808	Caroline D'Amore
46167	Tony Fields
39230	Chaka Khan
28726	Chu Mu
22560	Kris Lemche
5547	William Bakewell
5375	Reiko Aylesworth
28156	Sandra Reaves-Phillips
20899	Kin Sugai
45607	Zack Ansley
31737	Harry Watt
19080	David Herman
19430	Luis Roses
12366	Will Sampson
6085	Bree Turner
1745	Takashi Nomura
16997	Oliver Stritzel
26763	Lisa Pelikan
9230	Werner Peters
47293	Sid Gould
45702	Mary Griffiths
2171	John Junkin
31665	Jonathan Wilson
4337	Lindsey Jordan
47406	William Timoney
37433	Michael McElroy
15065	Ferdinand Gottschalk
13481	Vicki Woolf
8903	Chakrit Yamnam
7460	Earvin "Magic" Johnson
39987	Hisao Toake
21974	Yin Hang
18758	Isabel Jeans
23926	Vincent Irizarry
6939	GeneviÃ¨ve Bujold
41635	Maggie Steed
41451	David Angus
23179	Peter Hawkins
3865	Rosanna DeSoto
5689	Julanne Johnston
24305	Elizabeth Shue
35957	Jasika Nicole
46762	Anulka Dziubinska
46224	Carmen Duncan
26870	Brooklyn Decker
8534	Kurt Russell
44271	Thomas Uskali
42227	Jean de Limur
31069	Doris Hare
37893	Mikijiro Hira
32588	Jack Baxley
18586	JosÃ© Wilker
13733	George Howell
43341	Sigfrit Steiner
28569	Danitra Vance
47026	Elissa Knight
8934	Claude Dauphin
42780	Ismo KeinÃ¤nen
34152	Tim Kang
282	Vernon Campbell
4450	Wayne Robson
45726	Soren Fulton
13926	Robert Donner
9262	Mary O'Brien
17194	Treat Williams, Joe Piscopo
10779	Daz Crawford
45305	Carlos Zapata
13339	Faith Esham
26908	Leo Allen
26604	Samantha Noble
8224	Thomas E. Breen
35904	Li Xuejian
17970	Tony Barrett
17429	Ruaidhri Conroy
2309	Michael Chaplin
7853	Alexander DorÃ©
381	Gabriel Casseus
38081	Martha C. Quinn
40653	Olivia Ross
31486	J.C. Nugent
44479	Tim Connolly
35213	Geoffrey Lumsden
8832	Roger Grimsby
35133	David Young
31747	Chance Boyer
18744	Herb Lovelle
18099	Richard Eschliman
30607	Mireille Darc
1518	Cleo Madison
27120	William Cabanne
39013	James Tien
18613	Donovan
19601	Michael Kitchen
44445	Patty Smith
37697	Spencer Paterson
36071	Charles de Vries
43501	Andy Youssi
31232	Karl Braun
36171	Elise Bartlett
37121	[Robert Rodriguez
29421	Jacques Dynam
8349	Bill L. Norton
4756	Dan Shor
21708	Angelo Rossitto
32181	Olive Carey
43317	Terrence Labrosse
23483	Linda Thorson
25274	Djordje Pura
37648	Tamao Satou
9762	Method Man
1142	Jose Nieto
38782	Teiji Takahashi
27994	Marcia Rodd
16097	Judah Katz
7398	John Rawlins
28298	Michel Boujenah
16816	Marshall Herskovitz
33871	Eduard Will
23091	Jody St. Michael
27205	Luigi Montefiori
36457	Yvon Barrette
4800	Stephen Stucker
3447	Himansu Rai
42314	Mel Welles
768	Demian Lichtenstein
24691	Jacquelyn Hyde
32203	Joe McCormick
5377	Ariel Gade
26743	[[Stephen Hopkins (director)
27412	Irene Vanbrugh
43793	Patrik Plesinger
36885	Steve Wiland
13041	Michael Segal
47073	Erik Apple
8071	Nobu Matsuhisa
600	Oliver Platt
41439	Gustaw Holoubek
5013	Gerry Sundquist
15942	Shannon O'Hurley
15400	Zach Cregger
37211	Lewis MacLeod
42474	Paul L. Stein
13744	Valerie Moore
46652	Samantha Janus
44368	Giuseppe Sanfelice
37261	William Brent Bell
1574	Charles S. Ogle
19983	Manis
19475	Elias McConnell
5329	Dominique Pinon
28603	Humphrey Jennings
39825	Lynda Lepage-Beaulieu
43971	Lillias Walker
3238	Gary Busey
27197	Bob Nelson
23948	Paul H. Sloan
48164	Dickie Owen
27191	Ethel Barrymore
20619	Johnny Depp<br />
39231	John Lee Hooker
3907	Bernie Mac
24177	Mildred Platz
32918	Ermal Williamson
25279	Frantz Turner
13209	Benjamin Salisbury
43336	Herbert Mensching
40712	Nell Schofield
28136	Paul Grimault
20577	Richard Karron
18575	Serafima Birman
8195	Keith Diamond
36172	Paul Robeson
33743	Jeff Wincott
11519	Pierre Koulak
40863	Lee Hickin
34478	John Scott Trotter
5368	Ashley Boettcher
34406	Viorel Manole
35658	Stephen Strimpell
41903	Peter De Salis
30845	Melissa Newman
44287	Jenny OrlÃ©ans
34237	Courtland Mead
21480	Mary Louise Weller
35635	Hubert Gignoux
39196	Jack Rader
13829	Caterina Murino
47774	Daisy V.S. Mayer
1218	Frank Cady
26521	Don McCoy
19476	Robert J. Flaherty
32816	Seth Ginsberg
35250	Sachio Sakai
24879	Jonathan Ahdout
46260	Charmaine Larthe
39966	Kevin Hides
12535	Tanee McCall
2333	James Purefoy
38852	Willard Mack
11317	Leonard Carey
10184	Blake Bashoff
41796	David Salamone
2935	Allen Payne
43653	Michael Mosley
37558	Mike Lackey<br>
24023	Sarah Peirse
10920	(See article)
15514	Joseph Sargent
19132	Bobby Edner
15799	Dick Spangler
20749	John Rodney
8039	Coral Browne
24745	Jonathan Tucker
17530	Jodhi May
14870	Phellipe Haagensen
13392	Barbara Ruick
35938	Vernon Kay
3740	Nana Palsikar
43713	Ryan Cutrona
10300	Christopher Olsen
37874	The Black Community<br>Melvin Van Peebles
33664	Irma Christenson
23044	Thierry Notz
37556	William Collier
47527	Jack Luden
15940	Jon Amiel
4130	George Chandler
32792	Nicholas Jasenovec
10585	Vito Cipolla
46417	Carlo Battisti
25923	Frank Brownlee
47882	John "Fee" O. Waybill
26415	Steven Williams
29892	Robert Towers
167	ÃžrÃºÃ°ur VilhjÃ¡lmsdÃ³ttir
26414	Allison Smith
24718	Dick and Dom
17582	Carmen De Lavallade
3280	Irving Bacon
15951	Pedro Sambarino
16244	Margo
18699	Michael Bentine
34611	Rachel Blanchard
7097	Tom Neal
3565	Fiona Fullerton
18660	Fred MacMurray<br />
39604	Zienia Merton
28598	Roy MacArthur
42863	Antonio Vico
8032	Leon G. Thomas III
5583	Michael Hinton
30310	Lawrence Dane
14047	Feon Keane
38280	Lynne Littman
8250	Fatma Zohra Bouseboua
2583	Peter Berg
25590	Freida Pinto
41097	Sean McGinly
32219	Chyna
6954	Lesley Paterson
39754	Mohsen Ramezani
1069	Peter Segal
3350	William J. Humphrey
8501	Tammy Marihugh
416	Howard Caine
12435	Mills Watson
15232	Henry Barrows
36631	Kea Wong
24112	Danny Lockin
29002	Al Foster
31294	Graem McGavin
10923	Larry Simms
24182	Stephen W. Burns
11306	Grey Delisle
45904	Fiona Duncan
34980	John Duda
46047	Kevin MacDonald
10307	Brendan Fehr
37419	Chris Brown
12681	Yelena Alexandrovna Kuzmina
11597	Bobs Watson
21389	Phylicia Rashad
7435	Roman Bohnen
26988	Reema Lagoo
15925	Alida Cappellini
8370	Tawny Dahl
48083	Michael A. Xynidis
42260	Sigrid Thornton
10691	Sebastian Stan
5877	Bruno Zanin<br />
34394	Brigitta Dau
7484	Kathleen Kirkham
3885	Richard Ainley
35729	Loretta Long
21841	Kristen Baker
47335	Emir HadÅ¾ihafizbegoviÄ‡
26798	Bretaigne Windust
68	Pat O'Brien
10676	Lin Cheng
1147	Fernando Sancho
25147	Gloria DeHaven
11889	Chris O'Dowd
34376	Ashanti Douglas
32821	Christopher Nicholas Smith
10099	Adelle Lutz
7777	Jill Ireland
40519	Eileen Dietz
19240	Jordan Routledge
7425	Sujit Kumar
26234	Dennis Reiners
20644	Masato Harada
24621	Alexa Kenin
18619	Richard Brake
4446	Christopher Heyerdahl
36409	Pat O'Malley
22290	Badar Begum
24716	Ross Marron
10012	Brigitte Nielsen
20356	David MacKay
35517	Don Mitchell
20423	Gus DahlstrÃ¶m
45344	Souleymane CissÃ©
25595	Alan Van Sprang
18247	Henry HÃ¼bchen
811	Brett Gelman
4471	Gennady Yalovich
45504	Carole Gray
39194	Ricky Paull Goldin
19418	GermÃ¡n Torres
8647	Krystyna Karkowska
29596	Dorian Walker
26539	Joan Rivers
3266	Burtt Harris
24301	Robert Mandan
4389	Sam Flint
24778	August Tollaire
20582	David Comfort
13654	Jenny White
24749	Rumer Willis
10486	Mike Tyson
37488	LaTonya 'T' Hagans
39048	Bug Hall
24474	Abe Lyman
30254	Tom Hiddleston
34128	Oliver James
29821	Chris Bickford
20559	Sally Smith
2449	Diane Lane
47058	[[Franc Roddam]]
46588	Kiana Tom
31566	Michael Kinney
9847	Benjean
33590	Yan Dingxian<br>Wang Shuchen<br>Xu Jingda
19640	Martin Hewitt
21149	Maddy Carroll
23429	[[Iain Softley]]
11848	Nitin Ganatra
40824	Bruce Jones
23536	Claudius
12197	Francesco Guerrieri
9498	Peter Glenville
45375	Neil North
1786	Grace Henderson
2254	Jean-Pierre Kalfon
27231	Herschel Sparber
16712	George Abbott
19604	Patrick Van Horn
37971	Holly Valance
36211	Walt Dohrn
960	John Cromwell
21882	Elizabeth Kaitan
87	Frances McDormand
20081	Antonie Kamerling
11853	Georgina Chapman
27436	Aleksander Fogiel
21471	KlÃ¡ra Leviczki
13028	George Bacon
34065	Andy Fickman
5770	Hans Trautner
36759	Cai Chusheng
18251	Freda Dowie
48116	Ray Boyle
46613	Jessy Schram
21677	Veronica Carlson
19511	Patrick Bergin
44744	Heinrich Giskes
12062	Edgar Edwards
45151	Neva Gerber
21755	Vincent Berry
33666	Curt Masreliez
9704	Martin Garralaga
13039	Mildred Shay
35268	Kenzo Tabu
35087	Jack Jourdan
41668	Emile Genest
16738	Essence Atkins
7703	Monty Woolley
21087	William Orlamond
16764	Michael Flessas
14891	HÃ©lÃ¨ne Calzarelli
8954	Kenan Thompson
26716	Takashi Matsuyama
44046	Slawomir Lindner
42971	Tim O'Connor
15116	Thomas Jefferson Byrd
11842	Nadira Babbar
38607	Joel S. Keller
6499	Angela Lansbury
26509	Rick Dees
6925	Marcia Harris
33943	John Altman
3315	Ann-Sofie Kylin
31425	Victor Lanoux
42460	Frank Beal
28572	Bradley Cooper<br />
2765	Anthony Bushell
45663	Marjorie Brooks
24150	Lord Scroop [sic
45038	Miki ItÃ´
36701	Jean Anderson
4905	J. Sushila
20021	Maurice Moscovitch
5771	John Loder
46041	Mel Johnson, Jr.
1153	Guy Madison
16939	Herbert Rawlinson
12743	Robert Symonds
17320	Cullen Moss
39269	Aden Gillett
29174	Josef Kolb
19233	Scott Hylands
31763	George Kosana
30726	John R. Leonetti
5254	Anne Hathaway
9155	Dick Crockett
35415	Patricia Owens
39406	Rada Volshaninova
10996	Carlos Saura
18417	Terry Stone
36040	Lisa Orgolini
18787	Betty Harte
6183	Jorge Salinas
43810	Philip Ridley
25478	[[Ernst Lubitsch]]<br>[[Norman Taurog]]<br>[[Steph
27585	Shunji Sayama
41205	Al Hodge
383	Richard Donner
8740	Sonja SaviÄ‡
34535	Jewel
13404	Stellina Rusich
3861	James Belushi
20200	Ndiagne Dia
1727	Malcolm McDowell
40579	Paul de Dupont
29744	Chi Cao
29614	Bryan Johnson
22469	Bo Brinkman
2055	Bill Kerr
16364	Sarah Michelle Gellar
30178	Samuel V. Wilson
45530	Randall Carver
47159	Frank DiLeo
42679	Karl Hartl
26724	Francine BergÃ©
25913	Seena Owen
39752	Diane Goldner
41103	John F. Hamilton
20512	Marques Houston
7378	Shaun Micallef
42457	Andrew Parks
5849	Isabelle Nanty
10209	Cole Sprouse
16607	Bill Maher
16073	Alma Kruger
25271	Branislav-Ciga MilenkoviÄ‡
11339	Sydney Seaward
46229	Marjorie Corbett
17755	Gerald Mohr
3523	Patton Oswalt
9213	KyÃ´ko Anzai
681	Ralf Little
33464	Mario Van Peebles<br>
23417	Marijan LovriÄ‡
18966	Mitsunori Isaki
10157	Carlo Verdone
40283	Colin Maitland
42695	Matti Wuori
4216	Ed O'Ross
27642	Maria Grazia Francia
5081	Katharina Herberg
29418	Yves Verhoeven
29503	Steve Edge
9758	Hype Williams
29752	Luc Jacquet
5117	Shirley Temple
23885	Clyde Cook
19024	Tony Kanaan
24052	'''Voices:'''<br />
12379	Haluk Bilginer
38039	DarÃ­o Grandinetti
32780	Andrew Kevin Walker
27702	Eduardo GÃ³mez
38287	Robert Klane
22876	Nanette Burstein
2739	Alice Colombo Oxman
15905	Adam Brody
2848	David Lean
11687	Myrtle Devenish
8602	Garcelle Beauvais
18304	Sergio Corbucci
27894	Caleeb Pinkett
16847	Henry Otto
2503	Mike Moroff
1852	Miriam Cooper
27415	Frederick Culley
18862	Tom Kane
33187	Akira Takayama
33962	Linda Bennett
24598	Emiliano Redondo
41194	Morgan Spurlock
47885	Vince Welnick
6860	Richard Lyon
4803	Barbara Billingsley
21698	Johnny Eck
28578	Margaux Hemingway
24657	Jasen Fisher
32595	Jack Clayton
19235	Bob Cunningham
5189	Ellen Burstyn
34621	Joanna Pettet
21779	Michael Riley
20496	Susan Bernard
31484	Yoshiko Sakakibara
2778	Patrick Waddington
24140	Liz Hasse
2735	Anne Byrne Hoffman
30424	Taylor Graves
5378	Kristen Hager
14089	Elizabeth Hubbard
47626	Carroll Ballard
34881	Lauren VÃ©lez
233	Patrick Swayze
34126	Cao Zhengyin
29612	Debrah Farentino
30453	A. Edward Sutherland
13408	P. J. Soles
43629	Lars PassgÃ¥rd
2448	George Roy Hill
39809	Stone Cold Steve Austin
19209	JosÃ© Carlos Ruiz
15	Monica Stender
41403	Katherine Emmet
24012	Kristina Krofft
42823	Walter Plinge
21195	Shane Richie
48100	James Melton
40272	Ines Rivero
45161	Roger Floyd
5948	Tony Yalda
43391	Yau-Gene Chan
23528	Jodi Lyn O'Keefe
22198	Noriaki Yuasa
8317	Tommy Kirk
10032	Gwynne Gilford
32976	Alfred Marks
29679	Rick Roberts
27182	Tai Thai
12960	Glen White
13453	Noelle Middleton
35602	Anders Van Haden
28399	Calvin Jung
45273	Pentti Irjala
35660	Alexandra Meneses
27129	Harmony Korine
31192	Lennart HjulstrÃ¶m
32046	Gordana Pavlov
30546	Alison Elliott
2061	Mary Peach
16162	Marie Laurin
4258	Fay Wray
24047	Sook-Yin Lee
2467	Rafaela Ottiano
27580	KenzÃ´ Tanaka
45593	Kelly Connell
38633	Zbigniew Sawan
30223	Nora Gregor
8303	Felix Knight
14593	Marya Marco
13981	James Lloyd Reynolds
11600	Frankie Thomas
1762	William Farnum
24631	Joseph Cusanelli
48119	Tony Kanal
46596	Stipe Erceg
42429	Mitchell Lichtenstein
18188	Crista Flanagan
42733	Ruth Drexel
28268	Linda Hopkins
2771	John Merivale
22033	Rachel Nolin
6625	Terrence Howard
30619	Big Brother and the Holding Company
29985	Diana Muldaur
28165	R.A. Mihailoff
33523	Richard Chaves
13859	Geoffrey Blake
17864	Jacques Tati
15195	Stacey Dash
10791	Rick Ducommun
41544	Helene Whitney
32167	Leni Riefenstahl
27587	Jean Delannoy
29066	Christian Doermer
38834	Rita Webb
29283	GÃ©za von RadvÃ¡nyi
47852	John L. Cason
6736	Constance Worth
44195	Reed De Rouen
10727	Pat Flaherty
24519	Kevin Hare
14674	Gladys George
47003	Rick Barker
23246	Zach Galligan
40983	Zhang Zhizhi
30386	Alvin Greenman
27008	Eiichi Yamamoto
3199	Lionel Hampton
6849	Sofia Coppola
7741	Dave O'Toole
38583	Roddy Maude-Roxby
5897	Joe Dante
34469	Linus Torvalds
22661	Austin Nichols
39796	Tonye Patano
30652	Kelli Fox
33283	Bill Rosier
35546	Joe Recht
30198	Patricia Cutts
12543	Frank J. Coleman
1413	George MacQuarrie
7275	Ariel GalvÃ¡n
38473	Sebastian RochÃ©
27185	Gary Kemp
7531	Daniel Mintz
3449	Modhu Bose
34268	Laura Johnson
44448	Jim Hogue
21288	Sidney Lanfield
44291	JosÃ©e Steiner
40265	Nike Arrighi
1269	Joe Pesci
42	Dennis Boutsikaris
20658	[[Spencer Gordon Bennet]]<br>[[Yakima Canutt]]<br>
34479	Rithy Panh
14198	Paul Rhys
34840	Lisa Fitzhugh
42420	Sarah McLeod
48016	Patrick Newell
21739	Ken Kirzinger
2621	Paul Rogers
35457	Paula Brown
43594	Morning Call
10929	Fay Helm
28203	James Hurdle
13093	Sammy Davis, Jr.
32052	Izet HajdarhodÅ¾iÄ‡
8231	[[Shankar Mukherjee]]
7609	David Kennedy
